No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Musicplay;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Browser;Features_Games;Features_Java;Features_Messaging;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Callrecords;Memory_Cardslot;Memory_Internal;Memory_Phonebook;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Alerttypes;Sound_Loudspeaker
51;Sony;Sony Xperia 10;https://www.gsmarena.com/sony_xperia_10-9353.php;N/A;N/A;18W wired, PD, QC3;N/A;N/A;N/A;Li-Ion 2870 mAh, non-removable;N/A;Glass front (Gorilla Glass 5), plastic back, plastic frame;156 x 68 x 8.4 mm (6.14 x 2.68 x 0.33 in);Nano-SIMNano-SIM + Nano-SIM;162 g (5.71 oz);5.0, A2DP, LE, aptX HD;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2520 pixels, 21:9 ratio (~457 ppi density);6.0 inches, 84.1 cm2 (~79.3% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2019, February 25. Released 2019, February 27;Discontinued;"13 MP, f/2.0, 27mm (wide), 1/3.1"", 1.12µm, PDAF
5 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30fps;eMMC 5.1;N/A;microSDXC (uses shared SIM slot);64GB 3GB RAM, 64GB 4GB RAM;N/A;Black, Navy, Silver, Pink;I3113, I4113, I4193, I3123;About 280 EUR;N/A;N/A;1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - I4193;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - I3113, I4113, I4193;1, 2, 3, 5, 7, 8, 20, 28, 32, 38 - I3113, I4113;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat12 600/50 Mbps;GSM / HSPA / LTE;Noise -92.2dB / Crosstalk -97.1dB;N/A;Endurance rating 65h;Photo / Video;Contrast ratio: 1517:1 (nominal);-30.2 LUFS (Below average);"AnTuTu: 89697 (v7), 112198 (v8)
GeekBench: 3985 (v4.4), 990 (v5.1)
GFXBench: 4.3fps (ES 3.1 onscreen)";Octa-core 2.2 GHz Cortex-A53;Qualcomm SDM630 Snapdragon 630 (14 nm);Adreno 508;Android 9.0 (Pie);N/A;N/A;N/A;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes
52;Sony;Sony Xperia XA1;https://www.gsmarena.com/sony_xperia_xa1-8596.php;N/A;N/A;10W wired;N/A;Up to 560 h (2G) / Up to 603 h (3G);Up to 11 h 20 min (2G) / Up to 10 h (3G);Li-Ion 2300 mAh, non-removable;N/A;Glass front (Gorilla Glass 4), plastic back, aluminum frame;145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in);Nano-SIMNano-SIM + Nano-SIM;143 g (5.04 oz);4.2, A2DP, aptX, LE;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 4;720 x 1280 pixels, 16:9 ratio (~294 ppi density);5.0 inches, 68.9 cm2 (~70.9% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2017, February. Released 2017, April;Discontinued;N/A;LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;1080p@30fps, HDR;N/A;N/A;microSDXC (dedicated slot);32GB 3GB RAM;N/A;White, Black, Gold, Pink;G3116, G3121, G3112, G3123, G3125;About 140 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps or LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;Noise -95.2dB / Crosstalk -90.0dB;N/A;Endurance rating 72h;Photo / Video;Contrast ratio: 1049 (nominal), 3.012 (sunlight);Voice 58dB / Noise 67dB / Ring 67dB;"GeekBench: 3611 (v4.4)
GFXBench: 7.9fps (ES 3.1 onscreen)";Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53);Mediatek MT6757 Helio P20 (16 nm);Mali-T880MP2;Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo);N/A;N/A;N/A;"8 MP, f/2.0, 23mm (wide), 1/4.0"", AF";1080p@30fps;N/A;Yes;N/A;Yes
53;Sony;Sony Xperia Z5;https://www.gsmarena.com/sony_xperia_z5-7534.php;N/A;N/A;18W wired, QC2;Up to 87 h;Up to 520 h (2G) / Up to 540 h (3G);Up to 13 h 10 min (2G) / Up to 17 h (3G);Li-Ion 2900 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, glass back, aluminum frame;146 x 72 x 7.3 mm (5.75 x 2.83 x 0.29 in);Nano-SIM;154 g (5.43 oz);4.1, A2DP, aptX;N/A;Yes;GPS, GLONASS/ BDS (market dependant);FM radio, RDS;microUSB 2.0 (MHL 3 TV-out), OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;"Triluminos display
X-Reality Engine";Scratch-resistant glass, oleophobic coating;1080 x 1920 pixels, 16:9 ratio (~428 ppi density);5.2 inches, 73.2 cm2 (~69.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;ANT+;N/A;N/A;N/A;N/A;"Fingerprint (side-mounted; EU model only), accelerometer, gyro, proximity, compass, barometer";2015, September 02. Released 2015, October 02;Discontinued;N/A;LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;4K@30fps, 1080p@60fps, 720p@120fps, HDR;eMMC 5.0;N/A;microSDXC (dedicated slot);32GB 3GB RAM;N/A;White, Graphite Black, Gold, Green, Pink;E6653, SO-01H, SOV32, E6603, 501SO;About 150 EUR;0.55 W/kg (head)     0.64 W/kg (body);0.75 W/kg (head)     0.78 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - E6603, E6653;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - E6603, E6653;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (E6603), LTE Cat6 300/50 Mbps (E6653);GSM / HSPA / LTE;Noise -95.5dB / Crosstalk -94.8dB;N/A;Endurance rating 48h;Photo / Video;Contrast ratio: 986 (nominal), 2.88(sunlight);Voice 65dB / Noise 62dB / Ring 66dB;Basemark OS II 2.0: 1580Basemark X: 24941;Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57);Qualcomm MSM8994 Snapdragon 810 (20 nm);Adreno 430;Android 5.1.1 (Lollipop), upgradable to 7.1.1 (Nougat);N/A;N/A;HDR;5.1 MP, f/2.4;1080p@30fps;24-bit/192kHz audio;Yes;N/A;Yes, with stereo speakers
54;Sony;Sony Xperia S;https://www.gsmarena.com/sony_xperia_s-4369.php;N/A;N/A;N/A;Up to 25 h;Up to 450 h (2G) / Up to 420 h (3G);Up to 7 h 30 min (2G) / Up to 8 h 30 min (3G);Non-removable Li-Ion 1750 mAh battery;N/A;N/A;128 x 64 x 10.6 mm (5.04 x 2.52 x 0.42 in);Micro-SIM;144 g (5.08 oz);2.1, A2DP, EDR;N/A;Yes;GPS, A-GPS, GLONASS;Stereo FM radio, RDS;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, DLNA, hotspot;N/A;Scratch-resistant glass;720 x 1280 pixels, 16:9 ratio (~342 ppi density);4.3 inches, 51.0 cm2 (~62.2% screen-to-body ratio);LED-backlit LCD,;N/A;N/A;N/A;N/A;"ANT+
TV launcher
HDMI port
MP4/H.264/WMV player
MP3/eAAC+/WMA/WAV player
TrackID music recognition
Document viewer
Voice memo/dial/commands
Predictive text input";N/A;N/A;N/A;N/A;Accelerometer, gyro, proximity, compass;2012, January. Released 2012, February;Discontinued;N/A;LED flash, panorama;12 MP, AF;N/A;1080p@30fps;N/A;N/A;No;32GB 1GB RAM;N/A;White, Black, Silver;LT26i;About 230 EUR;1.31 W/kg (head)     0.60 W/kg (body);1.30 W/kg (head);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - LT26i;N/A;N/A;N/A;N/A;HSPA 14.4/5.76 Mbps;GSM / HSPA;Noise -86.6dB / Crosstalk -86.9dB;N/A;N/A;Photo / Video;Contrast ratio: 1038:1 (nominal);Voice 72dB / Noise 61dB / Ring 69dB;N/A;Dual-core 1.5 GHz Scorpion;Qualcomm MSM8260 Snapdragon S3;Adreno 220;Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean);N/A;N/A;N/A;1.3 MP;720p@30fps;N/A;Yes;N/A;Yes
55;Sony;Sony Ericsson Xperia PLAY;https://www.gsmarena.com/sony_ericsson_xperia_play-3608.php;N/A;N/A;N/A;Up to 31 h;Up to 425 h (2G) / Up to 413 h (3G);Up to 8 h 25 min (2G) / Up to 6 h 25 min (3G);Removable Li-Ion 1500 mAh battery;N/A;N/A;119 x 62 x 16 mm (4.69 x 2.44 x 0.63 in);Mini-SIM;175 g (6.17 oz);2.1, A2DP, EDR;N/A;N/A;GPS, A-GPS, GLONASS;No;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, DLNA, hotspot;"Touch-sensitive gaming controls
PSP like gaming buttons
Timescape UI";N/A;480 x 854 pixels, 16:9 ratio (~245 ppi density);4.0 inches, 44.1 cm2 (~59.8% screen-to-body ratio);LED-backlit LCD,;N/A;N/A;N/A;N/A;"Dedicated game store
MP4/H.264/WMV player
MP3/eAAC+/WMA/WAV player
Organizer
Document viewer/editor
Voice memo/dial/commands
Predictive text input (Swype)";WAP 2.0/xHTML, HTML5, Adobe Flash;N/A;N/A;N/A;Accelerometer, proximity, compass;2011, February. Released 2011, March;Discontinued;N/A;LED flash;5 MP, AF;N/A;720p;N/A;N/A;microSDHC (dedicated slot), 8 GB included;400MB 512MB RAM;N/A;Black, White, Stealth Blue (for Play 4G), Orange;N/A;About 140 EUR;N/A;0.36 W/kg (head);HSDPA 850 / 1900 / 2100  / 800;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;N/A;N/A;N/A;N/A;HSPA 7.2/5.76 Mbps;GSM / HSPA;Noise -89.6dB / Crosstalk -91.0dB;N/A;N/A;Photo;N/A;Voice 66dB / Noise 62dB / Ring 79dB;N/A;1.0 GHz Scorpion;Qualcomm MSM8255 Snapdragon S2;Adreno 205;Android 2.3.4 (Gingerbread);N/A;N/A;N/A;VGA;;N/A;Yes;N/A;Yes, with stereo speakers
56;Sony;Sony Xperia 1 II;https://www.gsmarena.com/sony_xperia_1_ii-10096.php;N/A;N/A;"21W wired, PD
11W wireless";N/A;N/A;N/A;Li-Po 4000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame;165.1 x 71.1 x 7.6 mm (6.5 x 2.80 x 0.30 in);Nano-SIM + Nano-SIM;181.4 g (6.38 oz);5.1, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;Runs at 1096 x 2560 pixels except for select use cases;Corning Gorilla Glass 6;1644 x 3840 pixels, 21:9 ratio (~643 ppi density);6.5 inches, 98.6 cm2 (~84.0% screen-to-body ratio);OLED, 1B colors, HDR BT.2020;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass;2020, February 24;Available. Released 2020, May 22;N/A;Zeiss optics, color spectrum sensor, LED flash, panorama, HDR, eye tracking;N/A;"12 MP, f/1.7, 24mm (wide), 1/1.7"", 1.8µm, dual pixel PDAF, OIS
12 MP, f/2.4, 70mm (telephoto), 1/3.4"", 1.0µm, PDAF, 3x optical zoom, OIS
12 MP, f/2.2, 124˚, 16mm (ultrawide), 1/2.55"", dual pixel PDAF
0.3 MP, TOF 3D, (depth)";"4K@24/25/30/60/120fps HDR, 1080p@30/60/120fps; 5-axis gyro-EIS, OIS";UFS 3.0;N/A;microSDXC (uses shared SIM slot);256GB 8GB RAM, 256GB 12GB RAM;N/A;Black, Purple, Mirror Lake Green;XQ-AT51, XQ-AT52, SOG01, XQ-AT42;About 700 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 46, 66;1, 3, 28, 77, 78 NSA/Sub6;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (6CA) Cat19 1600/150 Mbps, 5G (2+ Gbps DL);GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 83h;Photo / Video;611 nits max brightness (measured);-27.3 LUFS (Good);"AnTuTu: 534701 (v8)
GeekBench: 3295 (v5.1)
GFXBench: 39fps (ES 3.1 onscreen)";Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Adreno 650;Android 10, upgradable to Android 12;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps (5-axis gyro-EIS);"24-bit/192kHz Hi-Res audio
Dynamic vibration system";Yes;N/A;Yes, with stereo speakers
57;Sony;Sony Xperia 10 VII;https://www.gsmarena.com/sony_xperia_10_vii_5g-14137.php;N/A;N/A;Wired, PD, QC;N/A;N/A;N/A;5000 mAh;"IP65/IP68 dust tight and water resistant (low pressure water jets; immersible up to 1.5m for 30 min)";Glass front (Gorilla Glass Victus 2), plastic frame, plastic back;153 x 72 x 8.3 mm (6.02 x 2.83 x 0.33 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;168 g (5.93 oz);5.4, A2DP, LE;N/A;Yes;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band;Triluminos display;Corning Gorilla Glass Victus 2, Mohs level 5;1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density);6.1 inches, 91.3 cm2 (~82.9% screen-to-body ratio);OLED, 1B colors, 120Hz, HDR;48:10h endurance, 1400 cycles;Class B;Class C (90 falls);Class D;Circle to search;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2025, September 12;Available. Released 2025, September 19;"50 MP, f/1.9, 24mm (wide), 1/1.56"", PDAF, OIS
13 MP, f/2.4, 16mm, 123˚ (ultrawide), 1/3.0""";LED flash, HDR, panorama;N/A;N/A;4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM;N/A;White, Turquoise, Charcoal;XQ-FE54, XQZ-CBFE, xqfe54eukcl.gc, xqfe54eukcw.gc, xqfe54eukcb.gc;€ 449.00 / £ 399.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 2100;1, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6;N/A;N/A;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 12:57h;N/A;N/A;1064 nits max brightness (measured);-26.9 LUFS (Good);"AnTuTu: 600667 (v10)
GeekBench: 2943 (v6)
3DMark: 865 (Wild Life Extreme)";Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6475-AB Snapdragon 6 Gen 3 (4 nm);Adreno 710;Android 15, up to 4 major Android upgrades;N/A;N/A;HDR;"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;Yes;N/A;Yes, with stereo speakers
58;Sony;Sony Xperia XA2 Plus;https://www.gsmarena.com/sony_xperia_xa2_plus-9268.php;N/A;N/A;18W wired, QC3;N/A;N/A;N/A;Li-Ion 3580 mAh, non-removable;N/A;Glass front (Gorilla Glass 5), plastic back, aluminum frame;157 x 75 x 9.6 mm (6.18 x 2.95 x 0.38 in);Nano-SIMNano-SIM + Nano-SIM;205 g (7.23 oz);5.0, A2DP, aptX HD, LE;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2160 pixels, 18:9 ratio (~402 ppi density);6.0 inches, 92.9 cm2 (~78.9% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2018, July. Released 2018, September;Discontinued;N/A;LED flash, HDR, panorama;"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF";N/A;4K@30fps, 1080p@30fps, stereo sound rec., HDR;N/A;N/A;microSDXC (uses shared SIM slot);32GB 4GB RAM, 64GB 6GB RAM;N/A;Silver, Black, Gold, Green;H4413, H4493, H3413;About 240 EUR;N/A;N/A;1, 2, 3, 5, 7, 8, 28, 38, 39, 40, 41 - H4493;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 38 - H3413, H4413;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/150 Mbps;GSM / HSPA / LTE;Noise -93.6dB / Crosstalk -93.1dB;N/A;Endurance rating 104h;Photo / Video;Contrast ratio: 1522:1 (nominal), 3.445 (sunlight);Voice 66dB / Noise 73dB / Ring 79dB;"AnTuTu: 86374 (v7), 107537 (v8)
GeekBench: 4144 (v4.4), 1018 (v5.1)
GFXBench: 5.1fps (ES 3.1 onscreen)";Octa-core 2.2 GHz Cortex-A53;Qualcomm SDM630 Snapdragon 630 (14 nm);Adreno 508;Android 8.0 (Oreo);N/A;N/A;N/A;"8 MP, f/2.4, 1/4.0""";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;N/A;Yes
59;Sony;Sony Xperia L3;https://www.gsmarena.com/sony_xperia_l3-9592.php;N/A;N/A;USB Power Delivery;N/A;N/A;N/A;Li-Ion 3300 mAh, non-removable;N/A;Glass front (Gorilla Glass 5), plastic back, plastic frame;154 x 72 x 8.9 mm (6.06 x 2.83 x 0.35 in);Nano-SIMNano-SIM + Nano-SIM;156 g (5.50 oz);5.0, A2DP, LE;N/A;Yes;GPS, GLONASS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;720 x 1440 pixels, 18:9 ratio (~282 ppi density);5.7 inches, 83.8 cm2 (~75.6% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2019, February. Released 2019, February;Discontinued;"13 MP, f/2.2, 26mm (wide), 1/3.0"", PDAF
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;1080p@30fps;eMMC 5.1;N/A;microSDXC (uses shared SIM slot);32GB 3GB RAM;N/A;Black, Gold, Silver;I3312, I4312, I4332, I3322;About 230 EUR;N/A;N/A;1, 2, 4, 5, 7, 8, 12, 13, 17, 28, 29 - I3322;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - I3312, I4312, I4332;1, 2, 3, 5, 7, 8, 20, 38 - I3312, I4312;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps;GSM / HSPA / LTE;Noise -91.9dB / Crosstalk -89.3dB;N/A;Endurance rating 80h;Photo / Video;Contrast ratio: 1818:1 (nominal);Voice 70dB / Noise 73dB / Ring 81dB;"AnTuTu: 78894 (v7)
GFXBench: 5fps (ES 3.1 onscreen)";Octa-core 2.0 GHz Cortex-A53;Mediatek MT6762 Helio P22 (12 nm);PowerVR GE8320;Android 8.0 (Oreo);N/A;N/A;N/A;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps;N/A;Yes;N/A;Yes
60;Sony;Sony Ericsson Xperia X10;https://www.gsmarena.com/sony_ericsson_xperia_x10-2964.php;N/A;N/A;N/A;N/A;Up to 415 h (2G) / Up to 425 h (3G);Up to 10 h (2G) / Up to 8 h (3G);Removable Li-Po 1500 mAh battery (BST-41);N/A;N/A;119 x 63 x 13 mm (4.69 x 2.48 x 0.51 in);Mini-SIM;135 g (4.76 oz);2.1, A2DP;N/A;N/A;GPS, A-GPS;No;microUSB 2.0;Wi-Fi 802.11 b/g, DLNA, hotspot;Timescape/Mediascape UI;Scratch-resistant glass;480 x 854 pixels, 16:9 ratio (~245 ppi density);4.0 inches, 44.1 cm2 (~58.8% screen-to-body ratio);TFT, 65K colors;N/A;N/A;N/A;N/A;N/A;HTML, Adobe Flash;N/A;N/A;N/A;Accelerometer, proximity, compass;2009, November. Released 2010, March;Discontinued;N/A;LED flash;8 MP, AF;N/A;w480p@30fps, 720p@30fps (via SW update);N/A;N/A;microSDHC (dedicated slot), 8 GB included;1GB 384MB RAM;N/A;Sensous Black, Luster White;N/A;About 120 EUR;0.87 W/kg (head)     0.81 W/kg (body);1.25 W/kg (head);HSDPA 850 / 1900 / 2100  / 800 - X10a for Americas;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1700 / 2100;N/A;N/A;N/A;N/A;HSPA 7.2/2 Mbps;GSM / HSPA;Noise -85.4dB / Crosstalk -83.6dB;N/A;N/A;Photo / Video;N/A;Voice 66dB / Noise 66dB / Ring 68dB;N/A;1.0 GHz Scorpion;Qualcomm QSD8250 Snapdragon S1;Adreno 200;Android 1.6 (Donut), upgradable to 2.3 (Gingerbread);No;N/A;N/A;N/A;N/A;N/A;Yes;N/A;Yes
61;Sony;Sony Ericsson K850;https://www.gsmarena.com/sony_ericsson_k850-2003.php;N/A;N/A;N/A;N/A;Up to 400 h (2G) / Up to 350 h (3G);Up to 9 h (2G) / Up to 3 h 30 min (3G);Removable Li-Po 930 mAh battery (BST-38);N/A;N/A;102 x 48 x 17 mm (4.02 x 1.89 x 0.67 in);Mini-SIM;118 g (4.16 oz);2.0, A2DP;N/A;N/A;No;Stereo FM radio, RDS;2.0;No;N/A;N/A;240 x 320 pixels, 4:3 ratio (~182 ppi density);2.2 inches, 15.0 cm2 (~30.6% screen-to-body ratio);TFT, 256K colors;N/A;N/A;N/A;N/A;"MP3/AAC/MP4 player
TrackID music recognition
Predictive text input
Photo editor 
Organizer
Voice memo/dial";WAP 2.0/HTML (NetFront), RSS reader;Yes + downloadable;Yes, MIDP 2.0;SMS, MMS, Email, Instant Messaging;Accelerometer;2007, June. Released 2007, October;Discontinued;N/A;xenon flash and 3LED video light, auto lens cover;5 MP, AF;N/A;320p@30fps;N/A;30 received, dialed and missed calls;"Memory Stick Micro (M2); microSDHC (dedicated slot), 512 MB included";40MB;1000 x 20 fields, Photo call;Luminous Green, Velvet Blue, Quicksilver black;N/A;About 160 EUR;1.50 W/kg (head)     1.56 W/kg (body);1.14 W/kg (head);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;N/A;N/A;N/A;N/A;HSPA 3.6/0.384 Mbps (K850i);GSM / HSPA;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Videocall camera;;N/A;No;"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer";Yes
62;Sony;Sony Xperia M4 Aqua;https://www.gsmarena.com/sony_xperia_m4_aqua-7068.php;N/A;N/A;N/A;Up to 64 h 40 min;Up to 681 h (2G) / Up to 685 h (3G);Up to 12 h 40 min (2G) / Up to 13 h 20 min (3G);Li-Ion 2400 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front, plastic back, plastic frame;145.5 x 72.6 x 7.3 mm (5.73 x 2.86 x 0.29 in);Nano-SIM;136 g (4.80 oz);4.1, A2DP;N/A;Yes;GPS, GLONASS;FM radio, RDS;microUSB 2.0;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;N/A;Scratch-resistant glass;720 x 1280 pixels, 16:9 ratio (~294 ppi density);5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;ANT+;N/A;N/A;N/A;N/A;Accelerometer, proximity, compass;2015, March. Released 2015, June;Discontinued;N/A;LED flash, HDR, panorama;13 MP, f/2.0, AF;N/A;1080p@30fps;eMMC 4.5;N/A;microSDXC (dedicated slot);8GB 2GB RAM, 16GB 2GB RAM (E2306);N/A;Black, White, Coral, Silver;E2303, E2353, E2306;About 190 EUR;1.19 W/kg (head)     1.19 W/kg (body);0.59 W/kg (head)     0.53 W/kg (body);1, 3, 5, 7, 8, 28, 40 - E2353;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - E2303, E2353;1, 2, 3, 5, 7, 8, 20 - E2303;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;GSM / HSPA / LTE;N/A;N/A;N/A;Photo / Video;N/A;N/A;N/A;Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Qualcomm MSM8939 Snapdragon 615 (28 nm);Adreno 405;Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow);N/A;N/A;N/A;5 MP;720p;N/A;Yes;N/A;Yes
