No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker
46;Vivo;vivo V25;https://www.gsmarena.com/vivo_v25-11772.php;N/A;N/A;44W wired, 61% in 30 min;4500 mAh;Color changing back panel color;Glass front, glass back;159.2 x 74.2 x 7.8 mm (6.27 x 2.92 x 0.31 in);Nano-SIM + Nano-SIM;186 g (6.56 oz);5.2, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO, QZSS, NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2404 pixels, 20:9 ratio (~409 ppi density);6.44 inches, 100.0 cm2 (~84.7% screen-to-body ratio);AMOLED, 90Hz, HDR10+, 1300 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2022, August 17;Available. Released 2022, September 21;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, (wide), 0.7µm, PDAF, OIS
8 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Elegant Black, Sunrise Gold, Surfing Blue;V2202;About 350 EUR;0.94 W/kg (head)     1.24 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 38, 40, 41;1, 3, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;Endurance rating 120h;Photo / Video;781 nits max brightness (measured);-28.3 LUFS (Average);"AnTuTu: 461428 (v9)
GeekBench: 2023 (v5.1)
GFXBench: 21fps (ES 3.1 onscreen)";Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 900 (6 nm);Mali-G68 MC4;Android 12, Funtouch 12;HDR;50 MP, f/2.0, (wide), AF;4K@30fps, 1080p@30fps, HDR;24-bit/192kHz Hi-Res audio;No;Yes
47;Vivo;vivo Y400 Pro;https://www.gsmarena.com/vivo_y400_pro_5g-13941.php;N/A;N/A;"90W wired, 50% in 19 min
6W reverse wired";Li-Ion 5500 mAh;IP65 dust tight and water resistant (low pressure water jets);Glass front, plastic back, plastic frame;163.8 x 75.0 x 7.5 or 7.7 mm;Nano-SIM + Nano-SIM;182 g (6.42 oz);5.4, A2DP, LE;Yes;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2392 pixels (~388 ppi density);6.77 inches, 110.9 cm2 (~90.3% screen-to-body ratio);AMOLED, 120Hz, HDR, 1300 nits (HBM), 4500 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, June 20;Available. Released 2025, June 27;"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF
2 MP, f/2.4, (depth)";Ring-LED flash, panorama, HDR;N/A;N/A;N/A;4K@30fps, 1080p@30fps, gyro-EIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM;Fest Gold, Freestyle White, Nebula Purple;N/A;₹ 22,799;0.90 W/kg (head);0.85 W/kg (head);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7300 (4 nm);Mali-G615 MC2;Android 15, Funtouch 15;N/A;32 MP, f/2.5, (wide);4K@30fps, 1080p@30fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers
48;Vivo;vivo Y18;https://www.gsmarena.com/vivo_y18-13129.php;N/A;N/A;15W wired;Li-Ion 5000 mAh;IP54 dust protected and water resistant (water splashes);Glass front, plastic frame, plastic back;163.6 x 75.6 x 8.4 mm (6.44 x 2.98 x 0.33 in);Nano-SIM + Nano-SIM;185 g (6.53 oz);5.0, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, BDS, QZSS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~269 ppi density);6.56 inches, 103.4 cm2 (~83.6% screen-to-body ratio);IPS LCD, 90Hz, 840 nits (HBM);N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, May 06;Available. Released 2024, May;N/A;LED flash, panorama;N/A;"50 MP, f/1.8, (wide), PDAF
0.08 MP, f/3.0 (auxiliary lens)";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Mocha Brown, Wave Aqua;N/A;About 120 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 18, 19, 26, 28, 38, 40, 41, 66;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek Helio G85 (12 nm);Mali-G52 MC2;Android 14, Funtouch 14;N/A;8 MP, f/2.0, (wide);Yes;N/A;Yes;Yes
49;Vivo;vivo V40;https://www.gsmarena.com/vivo_v40-13121.php;N/A;N/A;"80W wired, PD
Reverse wired";Si/C Li-Ion 5500 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front, plastic frame, glass back;164.2 x 75 x 7.6 mm (6.46 x 2.95 x 0.30 in);Nano-SIM + Nano-SIM + eSIM (max 2 at a time)Nano-SIM + Nano-SIM;190 g (6.70 oz);5.4, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS, NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Schott Xensation Alpha;1260 x 2800 pixels, 20:9 ratio (~453 ppi density);6.78 inches, 111.0 cm2 (~90.1% screen-to-body ratio);AMOLED, HDR10+, 120Hz, 2160Hz PWM, 4500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, June 17;Available. Released 2024, July 03;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";Zeiss optics, Ring-LED flash, panorama, HDR;N/A;N/A;N/A;4K@30fps, 1080p@30fps, gyro-EIS, OIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Stellar Silver (Titanium Grey), Nebula Purple (Lotus Purple), Ganges Blue, Moonlight White, Sunglow Peach;V2348;About 400 EUR;0.97 W/kg (head)     0.90 W/kg (body);0.97 W/kg (head)     1.14 W/kg (body);1, 3, 5, 8, 28, 40, 77, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 66 - International;1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA - International;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 15:06h;N/A;N/A;1353 nits max brightness (measured);-25.4 LUFS (Very good);"AnTuTu: 658597 (v9), 818546 (v10)

GeekBench: 2891 (v5), 3208 (v6)
3DMark: 1492 (Wild Life Extreme)";Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510);Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);Adreno 720;Android 14, Funtouch 14;HDR;"50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF";4K@30fps, 1080p@30fps;N/A;No;Yes, with stereo speakers
50;Vivo;vivo Y21;https://www.gsmarena.com/vivo_y21-11063.php;N/A;N/A;18W wired;5000 mAh;N/A;Glass front, plastic frame, plastic back;164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in);Nano-SIM + Nano-SIM;182 g (6.42 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~270 ppi density);6.51 inches, 102.3 cm2 (~81.8% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2021, August 20;Available. Released 2021, August 20;"13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (macro)";LED flash;N/A;N/A;N/A;1080p@30fps;N/A;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;Diamond Glow, Midnight Blue;V2111;About 180 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);Mediatek MT6765 Helio P35 (12 nm);PowerVR GE8320;Android 11, Funtouch 11.1;N/A;8 MP, f/2.0, (wide);1080p@30fps;N/A;Yes;Yes
51;Vivo;vivo V30e;https://www.gsmarena.com/vivo_v30e-12971.php;N/A;N/A;"44W wired, PD
Reverse wired";Li-Ion 5500 mAh;IP64 dust tight and water resistant (water splashes);Glass front, plastic frame, glass back or plastic back;164.4 x 74.8 x 7.7 mm (6.47 x 2.94 x 0.30 in);Nano-SIM + Nano-SIM;179 g or 188 g (6.31 oz);5.1, A2DP, LE;N/A;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Schott Xensation;1080 x 2400 pixels, 20:9 ratio (~388 ppi density);6.78 inches, 111.0 cm2 (~90.3% screen-to-body ratio);AMOLED, 1B colors, 120Hz, 1300 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, May 02;Available. Released 2024, May 09;"50 MP, f/1.8, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS (India only)
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm";Ring-LED flash, panorama, HDR;N/A;N/A;N/A;4K@30fps, 1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Velvet Red (Coco Brown), Silk Blue, Sky Mirror;V2339;₹ 29,999;N/A;N/A;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Malaysia;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - Malaysia;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - Malaysia;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55);Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);Adreno 710;Android 14, Funtouch 14;N/A;"50 MP, f/2.5, 25mm (wide), AF - India
32 MP, f/2.0, 24mm (wide) - Malaysia";4K@30fps (India only), 1080p@30fps;N/A;No;Yes
52;Vivo;vivo X200 Pro mini;https://www.gsmarena.com/vivo_x200_pro_mini-13434.php;N/A;N/A;"90W wired
30W wireless
Reverse wired";Si/C Li-Ion 5700 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front, aluminum alloy frame;150.8 x 71.8 x 8.2 mm (5.94 x 2.83 x 0.32 in);Nano-SIM + Nano-SIM;187 g (6.60 oz);5.4, A2DP, LE, aptX HD, LHDC 5;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC (L5);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;N/A;1216 x 2640 pixels, 19.5:9 ratio (~460 ppi density);6.31 inches, 98.0 cm2 (~90.5% screen-to-body ratio);LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, 4500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, October 14;Available. Released 2024, October 25;N/A;Laser AF, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.6, 23mm (wide), 1/1.28"", 1.22µm, PDAF, OIS
50 MP, f/2.6, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, HDR;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, White, Green, Pink;V2419A;About 610 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720);Mediatek Dimensity 9400 (3 nm);Immortalis-G925;Android 15, OriginOS 5 (China);HDR;32 MP, f/2.0, 20mm (ultrawide);4K, 1080p;N/A;No;Yes, with stereo speakers
53;Vivo;vivo S1 Pro;https://www.gsmarena.com/vivo_s1_pro-9972.php;N/A;N/A;18W wired;4500 mAh, non-removable;N/A;Glass front, glass back, aluminum frame;159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in);Nano-SIMNano-SIM + Nano-SIM;186.7 g (6.60 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2340 pixels, 19.5:9 ratio (~404 ppi density);6.38 inches, 99.9 cm2 (~83.4% screen-to-body ratio);Super AMOLED;N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2019, November 19. Released 2019, November;Discontinued;N/A;LED flash, HDR, panorama;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 8GB RAM;Knight Black, Fancy Sky;1920, PD1945F_EX, 1920_20;About 150 EUR;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Qualcomm SDM665 Snapdragon 665 (11 nm);Adreno 610;Android 9.0 (Pie), Funtouch 9.2;HDR;"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm";1080p@30fps;N/A;Yes;Yes
54;Vivo;vivo Y19 (2019);https://www.gsmarena.com/vivo_y19-9940.php;N/A;N/A;"18W wired
5W reverse wired";5000 mAh, non-removable;N/A;Glass front, plastic back, plastic frame;162.2 x 76.5 x 8.9 mm (6.39 x 3.01 x 0.35 in);Nano-SIMNano-SIM + Nano-SIM;193 g (6.81 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;N/A;1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);6.53 inches, 104.7 cm2 (~84.4% screen-to-body ratio);IPS LCD;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2019, November 01. Released 2019, November;Discontinued;N/A;LED flash, HDR, panorama;N/A;N/A;"16 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 13mm (ultrawide)
2 MP, f/2.4, (macro)";1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;Magnetic Black, Spring White;1915;About 210 EUR;0.72 W/kg (head)     0.31 W/kg (body);N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mediatek MT6768 Helio P65 (12 nm);Mali-G52 MC2;Android 9.0 (Pie), Funtouch 9.2;HDR;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;N/A;Yes;Yes
55;Vivo;vivo Y04;https://www.gsmarena.com/vivo_y04-13683.php;N/A;N/A;15W wired;Li-Ion 5500 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic frame, plastic back;167.3 x 77 x 8.2 mm (6.59 x 3.03 x 0.32 in);Nano-SIM + Nano-SIM;199 g (7.02 oz);5.2, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS, QZSS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Mohs level 5;720 x 1600 pixels, 20:9 ratio (~260 ppi density);6.74 inches, 109.7 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 570 nits (HBM);52:40h endurance, 1000 cycles;Class A;Class A (300 falls);Class B;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2025, February 26;Available. Released 2025, March 11;N/A;LED flash, panorama;N/A;"13 MP, f/2.2, (wide), PDAF
0.08 MP, f/3.0 (auxiliary lens)";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 4GB RAM;Titanium Gold (Titanium Silver), Dark Green (Majestic Green), Violet;V2430;About 110 EUR;0.97 W/kg (head)     0.93 W/kg (body);N/A;1, 3, 5, 8, 38, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc T7225 (12 nm);Mali-G52 MP1;Android 14, Funtouch 14;N/A;5 MP, f/2.2, (wide);Yes;N/A;Yes;Yes, with stereo speakers
56;Vivo;vivo V40 Pro;https://www.gsmarena.com/vivo_v40_pro-13239.php;N/A;N/A;"80W wired, PD
Reverse wired";Si/C Li-Ion 5500 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)";Glass front, glass back;164.4 x 75.1 x 7.6 mm (6.47 x 2.96 x 0.30 in);Nano-SIM + Nano-SIM;192 g (6.77 oz);5.3, A2DP, LE;N/A;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS, NavIC;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band;N/A;Schott Xensation Alpha;1260 x 2800 pixels, 20:9 ratio (~453 ppi density);6.78 inches, 111.0 cm2 (~89.9% screen-to-body ratio);AMOLED, 1B colors, HDR10+, 120Hz, 2160Hz PWM, 4500 nits (peak);N/A;N/A;N/A;N/A;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, August 07;Available. Released 2024, August 23;N/A;Zeiss optics, Ring-LED flash, panorama, HDR;N/A;N/A;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS
50 MP, f/1.9, 50mm (telephoto), 1/2.51"", 0.64µm, PDAF, OIS, 2x optical zoom
50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF";4K@30/60fps, 1080p@30fps, gyro-EIS, OIS;UFS 3.1;No;256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Ganges Blue, Titanium Gray, Moonlight White;V2347;₹ 38,949;0.99 W/kg (head)     0.99 W/kg (body);N/A;HSDPA 850 / 900 / 1900 / 2100 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41 - India;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA - India;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Active use score 13:45h;N/A;N/A;1307 nits max brightness (measured);-26.0 LUFS (Very good);"AnTuTu: 1504798 (v10)
GeekBench: 5149 (v6)
3DMark: 3908 (Wild Life Extreme)";Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510);Mediatek Dimensity 9200+ (4 nm);Immortalis-G715 MC11;Android 14, Funtouch 14;HDR;"50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF";4K@30fps, 1080p@30fps;N/A;No;Yes, with stereo speakers
57;Vivo;vivo iQOO Z10R;https://www.gsmarena.com/vivo_iqoo_z10r-14024.php;N/A;N/A;"44W wired
Reverse wired";Li-Ion 5700 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";N/A;163.3 x 76.7 x 7.4 mm (6.43 x 3.02 x 0.29 in);Nano-SIM + Nano-SIM;184 g (6.49 oz);5.4, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Schott Xensation Alpha;1080 x 2392 pixels (~387 ppi density);6.77 inches, 111.5 cm2 (~89.0% screen-to-body ratio);AMOLED, 120Hz, 2160Hz PWM, HDR10+, 1300 nits (HBM), 1800 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, July 24;Available. Released 2025, July 29;"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF, OIS
2 MP, f/2.4, (depth)";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30fps, 1080p@30/60fps, gyro-EIS;UFS 2.2;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;Aquamarine, Moonstone;N/A;₹ 19,498;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 2100;1, 3, 5, 8, 19, 28, 38, 40, 41, 42;1, 3, 5, 8, 28, 40, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);Mediatek Dimensity 7400 (4 nm);Mali-G615 MC2;Android 15, up to 2 major Android upgrades, Funtouch 15;N/A;32 MP, f/2.5, (wide);4K@30fps, 1080p@30/60fps;N/A;No;Yes, with stereo speakers
58;Vivo;vivo Y19s;https://www.gsmarena.com/vivo_y19s-13436.php;N/A;N/A;"15W wired
Reverse wired";Li-Ion 5500 mAh;"IP64 dust tight and water resistant (water splashes)
MIL-STD-810H compliant*
* does not guarantee ruggedness or use in extreme conditions";Glass front, plastic back, plastic frame;165.8 x 76.1 x 8.1 mm (6.53 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;198 g (6.98 oz);5.2, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS, QZSS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Mohs level 4;720 x 1608 pixels, 20:9 ratio (~264 ppi density);6.68 inches, 107.4 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 1000 nits (HBM);54:28h endurance, 1000 cycles;Class A;Class B (180 falls);Class B;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2024, October 15;Available. Released 2024, October;N/A;Ring-LED flash, panorama;N/A;"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF
Auxiliary lens";N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Pearl Silver, Glossy Black, Glacier Blue;V2419;€ 129.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Unisoc Tiger T612 (12 nm);Mali-G57;Android 14, Funtouch 14;N/A;5 MP, f/2.2;Yes;N/A;Yes;Yes, with dual speakers
